NOMBRE;SEXO;ORIGEN;SIGNIFICADO
GARTH;M;S/O;S/S
GARWOOD;M;S/O;S/S
GARY;M;S/O;S/S
GASPAR;M;PERSA;PERSA DE KANSBAR, ADMINISTRADOR DEL TESORO, UNO DE LOS REYES MAGOS QUE SEGUN LA TRADICION REPRESENTA A LOS HIJOSDE JAFET, EL CUSTODIO DE LOS BIENES DE DIOS
GASTON;M;GERMANICO;HUESPED-FORASTERO
GAUDENCIA;F;S/O;S/S
GAUDENCIO;M;LATINO;"DEL LATIN""GAUDEO""ALEGRE-APOSTOL DEHUNGRIA, SIGLO X"
GAUDERICO;M;S/O;S/S
GAUDIOSO;M;LATINO;"DEL LATIN ""GAUDIOSUS""ALEGRE-GOZOSO-UNOBISPO AFRICANO DEL SIGLO V"
GAUSBERTO;M;GERMANICO;EL RESPLANDOR DEL GODO
GAVIN;M;S/O;S/S
GAVINA;F;S/O;S/S
GAVRIE;M;S/O;S/S
GAVRIEL;M;S/O;S/S
GAYANE;F;S/O;S/S
GAYLE;F;S/O;S/S
GAYLORD;M;S/O;S/S
GAYNOR;A;S/O;S/S
GEA;F;S/O;S/S
GEARY;M;S/O;S/S
GEBHARD;M;S/O;S/S
GEDEON;M;HEBREO;VALENTON
GELASIA;F;S/O;S/S
GELASIO;M;GRIEGO;RISUEÑO
GEMA;F;LATINO;ESTOY LLENO, PIEDRA PRECIOSA, SANTA GEMMAGALGANI, FALLECIDA EN 1903 Y CANONIZADA EN 1940
GEMELO;M;LATINO;MELLIZO
GEMINA;F;S/O;S/S
GEMINI;F;S/O;S/S
GEMINIANO;M;LATINO;"DEL LATIN""GEMINUS""GEMELO"
GEMINO;M;S/O;S/S
GEMMA;F;LATINO;ESTOY LLENO, PIEDRA PRECIOSA, SANTA GEMMAGALGANI, FALLECIDA EN 1903 CANONIZADA EN 1940.
GENA;F;S/O;S/S
GENADIO;M;S/O;S/S
GENARA;F;S/O;S/S
GENARO;M;LATINO;"DEL LATIN ""JANUARIUS"", VARIANTE DE JENAROPROPIO DE ENERO"
GENCIANO;M;LATINO;"DEL LATIN"" GENTIANUS"", SAN GENCIANO, GALOMARTIRIZADO EN AMIENS SIGLO IV"
GENE;M;S/O;S/S
GENEROSA;F;S/O;S/S
GENEROSO;M;LATINO;"DEL LATIN ""GENEROSUS"" NOBLE POR NACIMIENTO"
GENESIS;A;S/O;S/S
GENET;F;S/O;S/S
GENEVA;F;S/O;S/S
GENEVIEVE;F;S/O;S/S
GENNA;F;S/O;S/S
GENNARO;M;S/O;S/S
GENOVEVA;F;GALES;OLA BLANCA
GENTO;M;S/O;S/S
GEOFFREY;M;S/O;S/S
GEOFFROY;M;S/O;S/S
GEORG;M;S/O;S/S
GEORGE;M;S/O;S/S
GEORGES;M;S/O;S/S
GEORGETTE;F;S/O;S/S
GEORGIA;F;S/O;S/S
GEORGINA;F;S/O;S/S
GERAINT;M;S/O;S/S
GERALD;M;S/O;S/S
GERALDINA;F;GERMANICO;AUDAZ CON LA LANZA
GERALDINE;F;S/O;S/S
GERALDO;M;GERMANICO;"DEL GERMANICO ""GERALD""MANDO, GOBIERNO, EL QUE DOMINA CON SU LANZA"
GERARD;M;S/O;S/S
GERARDA;F;S/O;S/S
GERARDESCA;F;S/O;S/S
GERARDO;M;GERMANICO;AUDAZ CON LA LANZA
GERASIMO;M;GRIEGO;PREMIO-RECOMPENSA
GERBRANDO;M;GERMANICO;ESPADA
GERDA;F;S/O;S/S
GEREMARO;M;S/O;S/S
GEREMIAS;M;S/O;S/S
GERI;F;S/O;S/S
GERIK;M;S/O;S/S
GERLAC;M;S/O;S/S
GERMAIN;M;S/O;S/S
GERMAINE;A;S/O;S/S
GERMAN;M;LATINO;"DEL LATIN ""GERMANUS""HERMANO"
GERMANA;F;S/O;S/S
GERMANICO;M;LATINO;PERTENECIENTE A GERMANIA
GERMANO;M;S/O;S/S
GEROLDO;M;GERMANICO;EL MANDO DE LA LANZA, SAN GEROLDO-CONDEDE SAJONIA, MARTIR EN EL SIGLO X
GERONCIO;M;GRIEGO;ANCIANO
GERONIMO;M;S/O;S/S
GERSON;M;HEBREO;EL QUE PEREGRINA
GERTRUDE;F;S/O;S/S
GERTRUDIS;F;GERMANICO;FUERZA DE LANZA, LA VIRGEN DE LA LANZAQUE HECHIZA CON SU VENABLO
GERVASIO;M;TEUTON;EL QUE TIENE LA LANZA Y EL PODER
GESEON;M;S/O;S/S
GESSICA;F;S/O;S/S
GEVA;F;S/O;S/S
GEZA;M;S/O;S/S
GHALIYA;F;S/O;S/S
GHISLAIN;M;S/O;S/S
GHISLAINE;F;S/O;S/S
GIACINTA;F;S/O;S/S
GIACOMO;M;S/O;S/S
GIAN;M;S/O;S/S
GIANCARLA;F;S/O;S/S
GIANCARLO;M;S/O;S/S
GIANELLA;F;S/O;S/S
GIANFRANCO;M;S/O;S/S
GIANINA;F;S/O;S/S
GIANLUCA;M;S/O;S/S
GIANLUCCA;M;S/O;S/S
GIANMARCO;M;S/O;S/S
GIANNA;F;S/O;S/S
GIANNI;M;S/O;S/S
GIANNINA;F;S/O;S/S
GIBSON;M;S/O;S/S
GIGI;F;S/O;S/S
GIGLIOLA;F;S/O;S/S
GIL;M;LATINO;"DERIVADO DEL LATIN MEDIEVAL ""AEGIDIUS""BEATO GIL(1209)"
GILANA;F;S/O;S/S
GILBERT;M;S/O;S/S
GILBERTA;F;S/O;S/S
GILBERTE;F;S/O;S/S
GILBERTO;M;GERMANICO;DISTINGUIDO POR LA LANZA, EL QUE BRILLACON SU ESPADA EN LA BATALLA Y ES TOMADO COMO REHEN
GILCERIO;M;S/O;S/S
GILDA;F;TEUTON;QUE SE DISPONE AL SACRIFICIO, VARIEDAD DEGISELA
GILDARDO;M;S/O;S/S
GILDAS;M;S/O;S/S
GILEN;M;S/O;S/S
GILES;M;S/O;S/S
GILLIAN;F;S/O;S/S
GIMENA;F;HEBREO;PORQUE DIOS SIEMPRE ESCUCHA
GINA;F;LATINO;"DIMINUTIVO ITALIANO DE""LUIGINA"", LUISA"
GINEBRA;F;CELTA;LA QUE ES BLANCA Y HERMOSA
GINES;M;GRIEGO;NACIMIENTO
GINETTE;F;S/O;S/S
GINGER;F;S/O;S/S
GINNY;F;S/O;S/S
GINO;M;S/O;S/S
GINTON;M;S/O;S/S
GIOCONDA;F;LATINO;ALEGRE Y FESTIVA
GIOELE;M;S/O;S/S
GIOIA;F;S/O;S/S
GIONA;F;S/O;S/S
GIORGIA;F;S/O;S/S
GIORGINA;F;S/O;S/S
GIORGIO;M;S/O;S/S
GIOVANNA;F;S/O;S/S
GIOVANNI;M;S/O;S/S
GIRALDO;M;GERMANICO;"VARIANTE DE ""GERALDO"""
GISA;F;S/O;S/S
GISBERTO;M;S/O;S/S
GISELA;F;GERMANICO;"DE ""GISIL""LANZA, LA QUE ES PRENDA DEFELICIDAD"
GISELDA;F;S/O;S/S
GISELE;F;S/O;S/S
GISELLA;F;S/O;S/S
GISELLE;F;S/O;S/S
GISLENA;F;S/O;S/S
GISLENO;M;S/O;S/S
GITA;F;S/O;S/S
GITANA;F;S/O;S/S
GITEL;F;S/O;S/S
GITHA;F;S/O;S/S
GITTEL;F;S/O;S/S
GIULIA;F;S/O;S/S
GIULIANA;F;S/O;S/S
GIULIANO;M;S/O;S/S
GIULIETTA;F;S/O;S/S
GIUSEPPE;M;S/O;S/S
GIVON;M;S/O;S/S
GLADIS;F;CELTA;LA QUE ESTA MUY CONTENTA, VARIANTE DE CLAUDIAEN USO GALES DESDE EL SIGLO VII
GLADYS;F;CELTA;LA QUE ESTA MUY CONTENTA, VARIANTE DE CLAUDIAEN USO GALES DESDE EL SIGLO VII
GLAFIRA;F;S/O;S/S
GLAUCO;A;GRIEGO;BELLA COMO EL VERDE MAR
GLEDA;F;S/O;S/S
GLEN;M;S/O;S/S
GLENDA;F;IRLANDES;VALLE ESTRECHO Y BOSCOSO, USADO COMO NOMBRE DE PILA POR LOS ANGLOSAJONES
GLENN;M;S/O;S/S
GLENNA;F;S/O;S/S
GLICERIA;F;S/O;S/S
GLICERIO;M;S/O;S/S
GLORIA;F;LATINO;FAMA, ELEVACION Y ELEVACION AL SEÑOR
GLORIALDO;M;S/O;S/S
GLORY;F;S/O;S/S
GLYNIS;A;S/O;S/S
GOAR;M;S/O;S/S
GOBERTO;M;S/O;S/S
GODANA;M;S/O;S/S
GODEBERTA;F;S/O;S/S
GODESCALCO;M;S/O;S/S
GODFREY;M;S/O;S/S
GODIVA;F;S/O;S/S
GODOFREDO;M;GERMANICO;S/S
GOLDA;F;S/O;S/S
GOLDIE;F;S/O;S/S
GOMER;M;S/O;S/S
GONDULFO;M;S/O;S/S
GONTRAN;M;S/O;S/S
GONZALO;M;TEUTON;LUCHA, COMBATE, PELEA, EL SALVADO ENEL COMBATE, SAN GONZALO, OBISPO GALLEGO DEL SIGLO VIII
GORAN;M;S/O;S/S
GORDIANO;M;S/O;S/S
GORDON;M;S/O;S/S
GORGONIA;F;S/O;S/S
GORGONIO;M;GRIEGO;EL VIOLENTO
GOSVINO;M;TEUTON;S/S
GOTARDO;M;GERMANICO;EL FUERTE EN DIOS-SAN GOTARDO OBISPODE ALEMANIA (SIGLO XI)
GOVINDA;M;S/O;S/S
GRACE;F;S/O;S/S
GRACIA;F;LATINO;"DEL LATIN ""GRATIA""ENCANTO"
GRACIANA;F;S/O;S/S
GRACIANO;M;LATINO;"DEL LATIN ""GRATIUNUS"", AL QUE DIOS RECONOCE"
GRACIAS;F;S/O;S/S
GRACIE;F;S/O;S/S
GRACIELA;F;S/O;DIMINUTIVO DE GRAZIA, DEBE SU DIFUSION A LA FA-MOSA NOVELA DE LAMARTINE (1849)
GRACILIANO;M;LATINO;S/S
GRADIVA;F;S/O;S/S
GRADY;M;S/O;S/S
GRAHAM;M;S/O;S/S
GRAINNE;F;S/O;S/S
GRAM;M;S/O;S/S
GRANGER;M;S/O;S/S
GRANIA;F;S/O;S/S
GRANT;M;S/O;S/S
GRANVILLE;M;S/O;S/S
GRATA;F;S/O;S/S
GRATINIANO;M;S/O;S/S
GRATO;M;LATINO;"DEL LATIN ""GRATUS""AGRADABLE-GUSTOSO-SANGRATO-MARTIR EN AFRICA"
GRAYSON;M;S/O;S/S
GRAZIA;F;S/O;S/S
GREAR;F;S/O;S/S
GRECIA;F;S/O;S/S
GREER;F;S/O;S/S
GREG;M;S/O;S/S
GREGER;M;S/O;S/S
GREGG;M;S/O;S/S
GREGOR;M;S/O;S/S
GREGORINA;F;S/O;S/S
GREGORIO;M;GRIEGO;EL QUE VELA SIEMPRE, EL QUE VIGILA
GREGORY;M;S/O;S/S
GREMY;F;S/O;S/S
GRESHAM;M;S/O;S/S
GRETA;F;GERMANICO;DIMINUTIVO DE MARGARITA
GRETCHEN;F;S/O;S/S
GRETEL;F;S/O;S/S
GRETTA;F;S/O;S/S
GRETTE;F;S/O;S/S
GRICEL;F;S/O;S/S
GRIFFIN;M;S/O;S/S
GRIMOALDO;M;S/O;S/S
GRIMSHAW;M;S/O;S/S
GRISEL;F;S/O;S/S
GRISELA;F;S/O;S/S
GRISELDA;F;TEUTON;LANZA-LA VIEJA HEROINA DE LA LITERATURAMEDIEVAL GERMANICA, SIMBOLO DE OBEDIENCIA Y SUMISION CONYUGAL
GRISWOLD;M;S/O;S/S
GROVER;M;S/O;S/S
GUADALUPE;F;ARABE;LA QUE VINO DEL VALLE DONDE HABITA EL LOBO
GUALBERTO;M;GERMANICO;EL BRILLO SUBLIME, EL QUE TIENE TODO ELPODER Y RESPLANDECE EN EL.
GUALDEMAR;M;S/O;S/S
GUALTERIO;M;GERMANICO;SEÑOR DE LAS HUESTES
GUALTIER;M;S/O;S/S
GUARACI;A;S/O;S/S
GUARINO;M;TEUTON;EL QUE DEFIENDE BIEN
GUDELIA;F;S/O;S/S
GUDULA;F;S/O;S/S
GUENDALINA;F;S/O;S/S
GUENEVERE;F;S/O;S/S
GUERRICO;M;S/O;S/S
GUGORIO;M;S/O;S/S
GUIDO;M;ALEMAN;EL QUE GUIA Y CONOCE TODOS LOS CAMINOS
GUILA;F;S/O;S/S
GUILA;F;S/O;S/S
GUILAD;M;S/O;S/S
GUILHERME;M;S/O;S/S
GUILLAUME;M;S/O;S/S
GUILLERMINA;F;GERMANICO;VARIANTE DE GUILLERMO
GUILLERMO;M;GERMANICO;QUE QUIERE PROTEGER
GUIMAR;M;S/O;S/S
GUINEVERE;F;S/O;S/S
GUIOMAR;A;S/O;S/S
GUISELL;F;S/O;S/S
GUITL;F;S/O;S/S
GUIVORADA;F;S/O;S/S
GULMACIO;M;S/O;S/S
GULMEN;M;S/O;S/S
GULNARA;F;S/O;S/S
GUMARO;M;GERMANICO;EJERCITO DEHOMBRES, HOMBRE DE EJERCITO, HOMBRE DE DISCIPLINA
GUMERSINDO;M;GERMANICO;VARON EXCELENTE, INTACHABLE
GUNDELBERTO;M;TEUTON;EL QUE BRILLA EN LA BATALLA
GUNDELINA;F;S/O;S/S
GUNDENA;F;S/O;S/S
GUNIFORTE;M;S/O;S/S
GUNNAR;M;S/O;S/S
GUNTERO;M;TEUTON;EL GRAN GUERRERO
GUNTHER;M;S/O;S/S
GURI;A;S/O;S/S
GURIO;M;S/O;S/S
GUS;M;S/O;S/S
GUSTAVE;M;S/O;S/S
GUSTAVO;M;GERMANICO;BASTON DE MANDO EN LA LUCHA, QUE TIENEEL LUGAR DEL REY
GUTHLAC;M;S/O;S/S
GUTHRIE;M;S/O;S/S
GUVENDOLINA;F;S/O;S/S
GUY;M;ALEMAN;VARIANTE DE GUIDO, EN EL SANTORAL, EL BEATOGUY DE DURNES DISCIPULO DE SAN BERNARDO (SIGLO XII)
GUYAPI;M;S/O;S/S
GUZMAN;M;GODO;HOMBRE BUENO, EL HOMBRE DE DIOS
GWEN;F;S/O;S/S
GWENDA;F;S/O;S/S
GWENDOLYN;F;S/O;S/S
GWENOLE;M;S/O;S/S
GWIDON;M;S/O;S/S
GWYN;F;S/O;S/S
GWYNETH;F;S/O;S/S
GWYNYBER;F;S/O;S/S
GÜENDALINA;F;S/O;S/S
GYPSY;F;S/O;S/S
GYTHA;F;S/O;S/S
HAAKON;M;S/O;S/S
HABIB;M;HEBREO;QUERIDO
HABIBA;F;S/O;S/S
HABIDO;M;S/O;S/S
HABRILIA;F;S/O;S/S
HACKETT;M;S/O;S/S
HADA;F;LATINO;"DEL LATIN POPULAR ""FATA"" A CAUSA DEL PODER DE LOS HADOS SOBRE LA SUERTE DE LOS HUMANOS"
HADAR;M;S/O;S/S
HADARA;F;S/O;S/S
HADAS;F;S/O;S/S
HADASA;F;S/O;S/S
HADASSA;F;HEBREO;MIRTO, NOMBRE JUDIO DE ESTER
HADASSAH;F;S/O;S/S
HADDEN;M;S/O;S/S
HADI;M;S/O;S/S
HADIYA;F;S/O;S/S
HADLEY;A;S/O;S/S
HADRIAN;M;S/O;S/S
HADULFO;M;GERMANICO;EL LOBO DEL COMBATE, SAN ADULFO, OBISPODE ARRAS EN FRANCIA (SIGLO VIII)
HAGAN;M;S/O;S/S
HAIAN;M;S/O;S/S
HAIDEE;F;S/O;S/S
HAIG;M;S/O;S/S
HAIKO;M;S/O;S/S
HAINES;M;S/O;S/S
HAKIM;M;S/O;S/S
HALBERT;M;S/O;S/S
HALDEN;M;S/O;S/S
HALDIS;F;S/O;S/S
HALE;M;S/O;S/S
HALEL;F;S/O;S/S
HALEY;A;S/O;S/S
HALI;F;S/O;S/S
HALIMA;F;S/O;S/S
HALLEY;M;S/O;S/S
HALLIE;F;S/O;S/S
HALONA;F;S/O;S/S
HALSEY;M;S/O;S/S
HAM;M;S/O;S/S
HAMAL;M;S/O;S/S
HAMAN;M;PERSA;EL GRANDE-SUPREMO DIGNATARIO DE LA CORTEPERSA BAJO EL REY JERJES CONTRARIO A MARDOQUEO Y A ESTER
HAMILTON;M;S/O;S/S
HAMLET;M;S/O;S/S
HAMLIN;M;S/O;S/S
HAMPARTSUM;M;S/O;S/S
HAMZA;M;S/O;S/S
HANA;F;S/O;S/S
HANAE;F;S/O;S/S
HANAN;F;S/O;S/S
HANIA;F;S/O;S/S
HANK;M;S/O;S/S
HANKA;F;S/O;S/S
HANNA;F;S/O;S/S
HANNAH;F;S/O;S/S
HANNE;F;S/O;S/S
HANS;M;S/O;S/S
HANSOL;M;S/O;S/S
HANZILA;F;S/O;S/S
HARA;F;S/O;S/S
HARDEN;M;S/O;S/S
HARDOUINO;M;S/O;S/S
HARDY;M;S/O;S/S
HAREL;M;S/O;S/S
HARITH;M;S/O;S/S
HARKIN;M;S/O;S/S
HARLAN;M;S/O;S/S
HARLEY;A;S/O;S/S
HARMAN;M;S/O;S/S
HARMON;M;S/O;S/S
HARMONY;F;S/O;S/S
HAROLD;M;S/O;S/S
HAROLDO;M;GERMANICO;EL MANDO DE LOS EJERCITOS SE ENCUEN-TRA ESTE NOMBRE DESDE EL SIGLO I
HARPER;M;S/O;S/S
HARRIET;F;S/O;S/S
HARRISON;M;S/O;S/S
HARRY;M;S/O;S/S
HARSH;M;S/O;S/S
HART;M;S/O;S/S
HARTLEY;A;S/O;S/S
HARU;F;S/O;S/S
HARUKA;F;S/O;S/S
HARUMI;F;S/O;S/S
HARUNI;M;S/O;S/S
HARVEY;M;S/O;S/S
HASAD;M;S/O;S/S
HASNA;F;S/O;S/S
HASSAN;M;ARABE;EL JOVEN HERMOSO
HATEYA;F;S/O;S/S
HATTIE;F;S/O;S/S
HAUK;M;S/O;S/S
HAVA;F;S/O;S/S
HAVENCIO;M;S/O;S/S
HAYA;F;S/O;S/S
HAYDEE;F;GRIEGO;MUJER MODESTA RECATADA, VARIANTE GRAFICADE HAIDEE
HAYDN;M;S/O;S/S
HAYES;A;S/O;S/S
HAYFA;F;S/O;S/S
HAYLEE;F;S/O;S/S
HAYLEY;F;S/O;S/S
HAZEL;F;S/O;S/S
HEA;F;S/O;S/S
HEATHER;F;S/O;S/S
HEATON;M;S/O;S/S
HEBE;F;GRIEGO;LOZANA, LA QUE TIENE JUVENTUD Y LOZANIA, HIJA DE ZEUS Y HERA, ES LA PERSONIFICACION DE LA JUVENTUD ENTRE LOS GRIEGOS.LOS ROMANOS LA DENOMINABAN IUVENTUS
HEBER;M;GRIEGO;EL QUE HACE ALIANZAS
HEBERTO;M;S/O;FORMA CONTRACTA DE HERBERTO
HECTOR;M;GRIEGO;EL QUE POSEE FIRMEMENTE-EL DEFENSOR TENAZ, HIJO DEL REY DE TROYA PRIAMO Y DE HECUBA SU ESPOSA
HECUBA;F;GRIEGO;ESPOSA DE PRIAMO, REY DE TROYA
HEDA;M;S/O;S/S
HEDDA;F;S/O;S/S
HEDIA;F;S/O;S/S
HEDVA;F;S/O;S/S
HEDWIG;F;S/O;S/S
HEDY;F;S/O;S/S
HEDYA;F;S/O;S/S
HEFZIBA;F;S/O;S/S
HEGESIPO;M;GRIEGO;CONDUCTOR DE CABALLOS
HEI;F;S/O;S/S
HEIDI;F;S/O;S/S
HEIDY;F;S/O;S/S
HEKMAT;M;S/O;S/S
HELDA;F;HEBREO;LA HERENCIA DE DIOS
HELDO;M;S/O;S/S
HELDRADO;M;GERMANICO;EL CONSEJERO DEL GUERRERO-SAN HELDRADOABAD PIAMONTES DEL SIGLO IX
HELEN;F;S/O;S/S
HELENA;F;GRIEGO;HIJA DE LEDA, LA ESPOSA DE TINDAREO, REY DEESPARTA, HERMANA DE CLITIMESTRA Y DE LOS DIOSCUROS, RESPLANDECIENTE, VA-RIANTE DE ELENA
HELENE;F;S/O;S/S
HELGA;F;NORSO;SANTO-VARIEDAD DE OLGA
HELI;F;HEBREO;EL QUE SE OFRECE A DIOS
HELIA;F;S/O;S/S
HELIANA;F;S/O;VARIANTE GRAFICA DE ELIANA
HELIO;M;S/O;HELIO (EL SOL) HABIA SIDO ENGENDRADO POR HIPERSION Y LA -TITANIDE TIA
HELIODORO;M;GRIEGO;REGALO DEL DIOS SOL
HELIOGABALO;M;SIRIO;EL QUE ADORA EL SOL
HELKI;F;S/O;S/S
HELMUT;M;S/O;S/S
HELOISA;F;TEUTON;"VARIANTE GRAFICA DE "" ELOISA """
HELOISE;F;S/O;S/S
HELUA;F;S/O;S/S
HELVECIA;F;S/O;S/S
HELVECIO;M;LATINO;"DEL LATIN""HELVETIUS"", DE HELVETII HELVE"
HELVETIA;F;S/O;S/S
HELVIA;F;LATINO;S/S
HELVIO;M;S/O;S/S
HEMILCE;F;S/O;S/S
HEMILSE;F;S/O;S/S
HENEDINA;F;GRIEGO;SER RESPLANDECIENTE
HENNING;A;S/O;S/S
HENOCH;M;S/O;"VARIANTE GRAFICA DE ""ENOC"", LIBRO DE ""ENOCH""COMPILACIONDE EXHORTACIONES, PARABOLAS Y PROFESIAS"
HENRI;M;S/O;S/S
HENRIATTA;F;S/O;S/S
HENRIK;M;S/O;S/S
HENRY;M;S/O;"VARIEDAD INGLESA DE ""ENRIQUE"""
HERA;F;S/O;S/S
HERACLEA;F;GRIEGO;SAN HERACLEA, MARTIR EN TRACIA
HERACLEOS;M;GRIEGO;PERTENECIENTE A HERCULES, DERIVADO COMOHERACLIO
HERACLIO;M;GRIEGO;PERTENECIENTE A HERCULES, NOMBRE DEL EMPE-RADOR BIZANTINO QUE RECUPERO EN UNA GUERRA LA SANTA CRUZ
HERACLITO;M;GRIEGO;ILUSTRE COMO HERA, QUE TIENE GLORIA COMOHERA, QUE SIENTE INCLINACION POR LO SAGRADOP, NOMBRE DE UN FILOSOFO GRIEGO (SIGLOS VI-V A.C.)
HERACLO;M;S/O;S/S
HERALDO;M;GRIEGO;VARIEDAD DE HAROLDO
HERB;M;S/O;S/S
HERBERT;M;S/O;S/S
HERCULANO;M;LATINO;"DEL LATIN""HERCULANUS"", PERTENECIENTE A HERCULES"
HERCULES;M;ETRUSCO;HEROE GRIEGO HERACLES, HERCULES, PARA LOSLATINOS
HEREMON;M;S/O;S/S
HERIBERTO;M;GERMANICO;EL BRILLO DEL EJERCITO, EL QUE ES GLORIADEL EJERCITO
HERIDION;M;S/O;S/S
HERIPSIME;F;S/O;S/S
HERMAGORAS;M;GRIEGO;EL DISCIPULO DE HERMES
HERMAN;M;GERMANICO;EL HOMBRE DEL EJERCITO-SABIO VENCIDO ENORIENTE
HERMANN;M;S/O;S/S
HERMELANDO;M;S/O;S/S
HERMELINDA;F;GERMANICO;"DE ""ERMELINDE"""
HERMELINDO;M;S/O;S/S
HERMENEGILDA;F;S/O;S/S
HERMENEGILDO;M;GOTICO;EL VALOR DEL GANADO, EL QUE OFRECE SACRIFICIOS A DIOS
HERMES;M;GRIEGO;ANUNCIAR, DECIR NOMBRE DEL MENSAJERO DELOS DIOSES (MERCURIO PARA LOS ROMANOS)
HERMILO;M;S/O;S/S
HERMINDA;F;S/O;S/S
HERMINIA;F;GERMANICO;LA CONSAGRADA A DIOS
HERMINIO;M;S/O;S/S
HERMIPO;M;S/O;S/S
HERMOCRATES;M;S/O;S/S
HERMOGENES;M;GRIEGO;DESCENDIENTE DE HERMES CRISTIANO DE ASIAQUE SE APARTO DE PABLO JUNTO CON FIGELO
HERMOGIO;M;S/O;S/S
HERMOSA;F;S/O;S/S
HERNAN;M;GERMANICO;EL GUERRERO AUDAZ, VARIANTE DE HERNANDO(FORMA APOCOPADA QUE DERIVA DE FERNANDO)
HERNANDO;M;S/O;S/S
HERNANI;M;VASCO;LO ALTO DE LA COLINA DESPEJADA, NOMBRE DEPILA EN ITALIA POR LA OPERA DE VERDI
HERODES;M;HEBREO;DESCENDIENTE DE HEROES, EL DRAGON DEL FUEGO
HERODOTO;M;GRIEGO;EL DON SAGRADO
HERON;M;LATINO;"DEL LATIN""HEROS""HEROE"
HEROS;M;S/O;S/S
HERSCHEL;M;S/O;S/S
HERSILIA;F;GRIEGO;TIERNA Y DELICADA
HERUNDINA;F;S/O;S/S
HERVE;M;BRETON;"ACTIVO EN EL COMBATE, EQUIVALE SEMANTICAMENTE A ""ILDEFONSO"", SAN HERVE SACERDOTE Y POETA ARMORICANO DEL SIGLO VI"
HESIQUIO;M;GRIEGO;TRANQUILO
HESPER;F;S/O;S/S
HESTER;F;S/O;S/S
HESTIA;F;S/O;S/S
HEZEKIAH;M;S/O;S/S
HIBAH;M;S/O;S/S
HIBISCUS;F;S/O;S/S
HIDEKI;M;S/O;S/S
HIDULFO;M;S/O;S/S
HIGINIO;M;GRIEGO;SANO- VIGOROSO
HIKARI;A;S/O;S/S
HILA;F;S/O;S/S
HILAH;F;S/O;S/S
HILAIRE;F;S/O;S/S
HILARIA;F;S/O;S/S
HILARIO;M;GRIEGO;QUE RIE, EL DE BUEN HUMOR
HILARION;M;GRIEGO;QUE RIE, EL DE BUEN HUMOR
HILDA;F;GERMANICO;ROMPER O SEPARAR CON FUERZA, LA JEFADE LAS VALQUIRIAS, LA HEROINA EN ACCION
HILDE;F;S/O;S/S
HILDEBRANDO;M;GERMANICO;ESPADA DE COMBATE
HILDEGARDA;F;TEUTON;LA QUE VIGILA LA ACCION DEL COMBATE
HILDEGARDIS;F;S/O;S/S
HILDEGUNDA;F;GERMANICO;VARA DE LUCHA-LA BATALLADORA, LA COMBA-TIENTE-SANTA HILDEGUNDA, MONJA DEL SIGLO XII
HILDELITA;F;S/O;S/S
HILDEMAR;F;S/O;S/S
HILDEMARO;M;GERMANICO;FAMOSO EN EL COMBATE
HILEL;M;S/O;S/S
HILEN;F;S/O;S/S
HILI;F;S/O;S/S
HILLARY;A;S/O;S/S
HILLEL;M;S/O;S/S
HILLIARD;M;S/O;S/S
HILTON;M;S/O;S/S
HILTRUDIS;F;S/O;S/S
HIMERIO;M;S/O;S/S
HINDA;F;S/O;S/S
HIPACIO;M;S/O;S/S
HIPARCO;M;S/O;S/S
HIPATIA;F;S/O;S/S
HIPOCRATES;M;GRIEGO;PODEROSO POR SU CABALLERIA
HIPOLITO;M;GRIEGO;EL QUE DESATA CABALLOS
HIRAM;M;HEBREO;EL HERMANO ES EXCELSO, NOMBRE DE UN REY DETIRO (SIGLO X A.C.) AMIGO DE DAVID Y SALOMON
HIRAN;M;S/O;S/S
HIROAKI;M;S/O;S/S
HIROKI;M;S/O;S/S
HIROMI;F;S/O;S/S
HIROSHI;M;S/O;S/S
HIROYUKI;M;S/O;S/S
HISA;F;S/O;S/S
HISAE;F;S/O;S/S
HO;M;S/O;S/S
HODAIA;F;S/O;S/S
HODAYA;F;S/O;S/S
HODGSON;M;S/O;S/S
HOLDEN;M;S/O;S/S
HOLLEY;F;S/O;S/S
HOLLI;F;S/O;S/S
HOLLIS;M;S/O;S/S
HOLLY;F;S/O;S/S
HOLMES;M;S/O;S/S
HOLT;M;S/O;S/S
HOMER;M;S/O;S/S
HOMERO;M;GRIEGO;CIEGO, EL QUE NO VE
HONESTO;M;LATINO;"DEL LATIN ""HONESTUS"", HONORABLE, DECOROSOGENEROMASCULINO"
HONEY;F;S/O;S/S
HONORA;F;S/O;S/S
HONORATA;F;S/O;S/S
HONORATO;M;LATINO;"DEL LATIN ""HONORATUS"", HONRADO, HONORABLE-GENEROMASCULINO"
HONORIA;F;S/O;S/S
HONORINA;F;S/O;S/S
HONORIO;M;LATINO;"DEL LATIN""HONORIUS"", FORMA GENTILICIA DE""HONORUS""HONORIFICO, HONORABLE, DERIVADO DE HONOR."
HORACE;M;S/O;S/S
HORACIO;M;LATINO;"DEL LATIN ""HORATIUS"", NOMBRE DE UNA GENSROMANA, CUYO HEROE EPONIMO ERA HORATUS, EL CONSAGRADO A LAS DIVINIDADESROMANAS"
HORMISDAS;M;S/O;S/S
HORTENCIO;M;LATINO;S/S
HORTENSIA;F;S/O;S/S
HORTENSIO;M;S/O;S/S
HORTULANO;M;S/O;S/S
HORUS;M;S/O;S/S
