NOMBRE;SEXO;ORIGEN;SIGNIFICADO
HOSANNA;F;S/O;S/S
HOSARSIPH;M;S/O;S/S
HOSEA;M;S/O;S/S
HOSHI;F;S/O;S/S
HOSHIKO;F;S/O;S/S
HOSPICIO;M;S/O;EL QUE ALBERGA
HOSSANA;F;S/O;S/S
HOUSTON;M;S/O;S/S
HOWARD;M;S/O;S/S
HOWE;M;S/O;S/S
HOWELL;M;S/O;S/S
HUAMAN;M;S/O;S/S
HUAPI;A;S/O;S/S
HUARA;A;S/O;S/S
HUAYRA;A;S/O;S/S
HUBER;M;S/O;S/S
HUBERT;M;S/O;S/S
HUBERTA;F;S/O;S/S
HUBERTO;M;GERMANICO;ESPIRITU-PENSAMIENTO-EL QUE BRILLA PORSU ESPIRITU
HUELEN;A;S/O;S/S
HUEMUL;M;S/O;S/S
HUENEKEN;A;S/O;S/S
HUENU;A;S/O;S/S
HUERQUEN;A;S/O;S/S
HUEY;M;S/O;S/S
HUGH;M;S/O;S/S
HUGO;M;GERMANICO;S/S
HUILEN;F;S/O;S/S
HUMBALDO;M;GERMANICO;CACHORRO INTREPIDO
HUMBELINA;F;S/O;S/S
HUMBERTO;M;GERMANICO;S/S
HUMILIADA;F;S/O;S/S
HUMPHREY;M;S/O;S/S
HUNTER;M;S/O;S/S
HUNTLEY;M;S/O;S/S
HURLEY;M;S/O;S/S
HUSSAIN;M;S/O;S/S
HUYANA;F;S/O;S/S
HYACINTH;F;S/O;S/S
HYE;F;S/O;S/S
HYMAN;M;S/O;S/S
HYONGNAM;M;S/O;S/S
HYPATIA;F;S/O;S/S
HYUN;M;S/O;S/S
IA;F;S/O;S/S
IAACOB;M;S/O;S/S
IACOV;M;S/O;S/S
IAEL;F;S/O;S/S
IAFA;F;S/O;S/S
IAGO;M;HEBREO;DERIVADO DE JACOB, EL QUE SUPLANTO AL HERMANO
IAIN;M;S/O;S/S
IAIR;M;S/O;S/S
IAMIT;F;S/O;S/S
IAN;M;S/O;S/S
IANA;F;S/O;S/S
IANELLA;F;S/O;S/S
IANICK;M;S/O;S/S
IANINA;F;S/O;S/S
IANIR;M;S/O;S/S
IANIS;M;S/O;S/S
IANIV;M;S/O;S/S
IANNIS;M;S/O;S/S
IANTHE;F;S/O;S/S
IARA;F;S/O;"VARIANTE GRAFICA DE ""YARA"""
IASER;M;S/O;S/S
IAVNELA;F;S/O;S/S
IAZMIN;F;S/O;S/S
IBAI;M;S/O;S/S
IBAR;M;S/O;S/S
IBEL;F;S/O;S/S
IBERICO;M;S/O;S/S
IBERO;M;S/O;S/S
IBI;F;S/O;S/S
IBIS;F;S/O;S/S
IBRAHIM;M;S/O;S/S
IBRAHIN;M;S/O;S/S
ICARO;M;GRIEGO;HIJO DE DEDALO Y DE UNA ESCLAVA CRETENSELLAMADA NANCRATE
ICHIRO;M;S/O;S/S
ICIAR;F;S/O;S/S
IDA;F;GERMANICO;SOBRENOMBRE DE LAS VALQUIRIAS, LA QUEES INTELIGENTE Y LABORIOSA
IDALIA;F;S/O;S/S
IDALINA;F;S/O;S/S
IDANA;F;S/O;S/S
IDO;M;S/O;S/S
IDOLA;F;S/O;S/S
IDOMENEO;M;S/O;S/S
IDONIA;F;S/O;S/S
IEDIDIA;M;S/O;S/S
IEESHA;F;S/O;S/S
IEHIEL;M;S/O;S/S
IEHUDA;M;S/O;S/S
IEHUDIT;F;S/O;S/S
IFIGENIA;F;S/O;S/S
IGAL;M;S/O;S/S
IGASHU;M;S/O;S/S
IGGI;M;S/O;S/S
IGGY;M;S/O;S/S
IGNACIA;F;S/O;S/S
IGNACIO;M;GRIEGO;NACIDO, HIJO, EL ARDIENTE Y FOGOSO.
IGNAT;M;S/O;S/S
IGNATIUS;M;S/O;S/S
IGNAZIO;M;S/O;S/S
IGOR;M;RUSO;"FORMA RUSA DE ""GREGORIO"""
IK;A;S/O;S/S
IKE;M;S/O;S/S
IKER;M;S/O;S/S
ILAI;M;S/O;S/S
ILAN;M;S/O;S/S
ILANA;F;S/O;S/S
ILANIT;F;S/O;S/S
ILARIA;F;S/O;S/S
ILDAR;M;S/O;S/S
ILDARA;F;S/O;S/S
ILDEFONSO;M;GERMANICO;QUE POR SU AGILIDAD ES EL INDICADO PARAEL COMBATE, SAN ILDEFONSO, TEOLOGO ESPAÑOL DEL SIGLO VII DISCIPULO DESAN ISIDORO Y DOCTOR DE LA IGLESIA VISIGODA.
ILDEMAR;M;S/O;S/S
ILEANA;F;S/O;S/S
ILIA;F;S/O;S/S
ILIAN;F;S/O;S/S
ILIANA;F;S/O;S/S
ILIAS;M;S/O;S/S
ILICH;M;S/O;S/S
ILIDIO;M;LATINO;"DEL LATIN ECLESIASTICO ""ILIDIUS"", DEL GRIEGO TROPA, PROPIO DE LA TROPA"
ILLAMPU;M;S/O;S/S
ILLARY;F;S/O;S/S
ILLED;A;S/O;S/S
ILONA;F;S/O;S/S
ILUMINADA;F;S/O;S/S
ILUMINADO;M;LATINO;"DEL LATIN ""ILUMINATUS"" LUZ"
ILUSHA;M;S/O;S/S
ILVA;F;S/O;S/S
ILVE;F;S/O;S/S
ILYA;M;S/O;S/S
IMAN;F;S/O;S/S
IMANOL;M;S/O;S/S
IMELDA;F;GERMANICO;"EL COMBATE DE LA FUERZA-LA QUE LUCHACON ENERGIA, LA QUE ES FUERTE Y PODEROSA PARA LUCHAR-VARIANTE DE ""ERME-NILDA"""
IMHOTEP;M;S/O;S/S
IMOGENE;F;S/O;S/S
IMPERIA;F;S/O;S/S
IMPERIO;F;LATINO;"DEL LATIN ""IMPERIUM""MANDO-GOBIERNO-IMPERIO"
IMUL;M;S/O;S/S
INA;F;S/O;S/S
IÑAKI;M;S/O;S/S
INAN;A;S/O;S/S
INAQUI;A;S/O;S/S
INCA;M;QUECHUA;AL PRINCIPE
INDA;F;S/O;S/S
INDALECIO;M;ARABE;FUERZA-IGUAL AL MAESTRO
INDES;F;S/O;S/S
INDIA;A;S/O;S/S
INDIANA;F;S/O;S/S
INDIGO;F;S/O;S/S
INDIO;M;S/O;S/S
INDIRA;F;S/O;S/S
INDRA;F;S/O;S/S
INES;F;GRIEGO;PURA, CASTA, SANTA ROMANA MARTIRIZADA
INEZ;F;S/O;S/S
INGA;F;S/O;S/S
INGENO;M;S/O;S/S
INGMAR;M;S/O;S/S
INGRAM;M;S/O;S/S
INGRID;F;S/O;S/S
INHA;F;S/O;S/S
IÑIGO;M;S/O;S/S
INMACULADA;F;S/O;NOMBRE MISTICO ALUSIVO A LA INMACULADA CONCEPCION DE LAVIRGEN MARIA, LA QUE NO TIENE MANCHA
INNIS;M;S/O;S/S
INOCENCIO;M;LATINO;EL QUE NO TIENE MANCHA, NI CULPA DE MALOSACTOS
INTI;A;S/O;S/S
IOANA;F;S/O;S/S
IOANNIS;M;S/O;S/S
IOAV;M;S/O;S/S
IOEL;M;S/O;S/S
IOLA;F;S/O;S/S
IOLANA;F;S/O;S/S
IOLANTHE;F;S/O;S/S
ION;M;GRIEGO;EL QUE CAMINA
IONA;F;S/O;S/S
IONATAN;M;S/O;S/S
IONE;F;S/O;S/S
IONIT;F;S/O;S/S
IORANA;F;S/O;S/S
IORI;A;S/O;S/S
IOSEF;M;S/O;S/S
IOSHUA;M;S/O;S/S
IRACEMA;F;DEL TUPI;SALIDA DE MIEL, SALIDA DE LAS ABEJAS
IRAIDA;F;GRIEGO;"DESCENDIENTE DE ""HERA"""
IRANA;F;S/O;S/S
IRATZE;F;S/O;S/S
IRENA;F;S/O;S/S
IRENE;F;GRIEGO;PAZ, AMANTE DE LA PAZ, ENTRE LAS SANTAS UNAHERMANA DEL PAPA SAN DAMASO(SIGLO IV) Y UNA MONJA PORTUGUESA DEL SIGLOVII
IRENEO;M;S/O;S/S
IRIEL;F;S/O;S/S
IRINA;F;S/O;S/S
IRINEA;F;S/O;S/S
IRIS;F;GRIEGO;PERSONIFICACION DEL ARCO IRIS, DE HERMOSOSCOLORES, ES EL MENSAJERO DE LOS DIOSES, YA QUE EL ARCO IRIS ES SIMBOLODE LA UNION ENTRE EL CIELO Y LA TIERRA
IRMA;F;GERMANICO;LA QUE ES GRANDE Y PODEROSA, CONSAGRADAA DIOS.
IRMA DE LA PAZ;F;S/O;S/S
IRMELIN;F;S/O;S/S
IRMINA;F;TEUTON;ES LA CONSAGRADA A DIOS IRMIN, VARIANTE DEIRMA
IRU;A;S/O;S/S
IRUNE;F;S/O;S/S
IRUPE;F;S/O;S/S
IRVING;M;S/O;S/S
ISAAC;M;HEBREO;LA DIVINIDAD SE HA REIDO, HIJO DE LA ALE-GRIA, HIJO DE ABRAHAM Y DE SARA, QUE TOMO POR MUJER A REBECA.OTROS ORIGENESNUEVO TESTAMENTO
ISABEL;F;HEBREO;S/S
ISABELA;F;S/O;S/S
ISABELLA;F;S/O;S/S
ISABELLE;F;S/O;S/S
ISABIS;F;S/O;S/S
ISACAR;M;HEBREO;SUELDO
ISACHAR;M;S/O;S/S
ISACIO;M;S/O;S/S
ISADORA;F;S/O;S/S
ISAIAH;M;S/O;S/S
ISAIAS;M;HEBREO;S/S
ISAUL;M;S/O;S/S
ISAURA;F;GRIEGO;QUE VINO DE ISAURIA (ASIA MENOR)
ISAURO;M;S/O;S/S
ISBERGA;F;TEUTON;LA QUE PROTEGE ESPADA EN MANO
ISELDA;F;TEUTON;LA QUE ES FIEL , VARIACION DE GISELA
ISEO;M;S/O;S/S
ISHA;F;S/O;S/S
ISHAI;M;S/O;S/S
ISHAIAHU;M;S/O;S/S
ISIDORA;F;S/O;S/S
ISIDORO;M;GRIEGO;DON DE ISIS, REGALO DE ISIS (DIOSA EGIPCIA)
ISIDRO;M;EGIPCIO;VARIANTE DE ISIDORO, REGALO DE LA DIOSAISIS
ISIS;F;GRIEGO;ANTIGUA DIVINIDAD GRIEGA
ISLA;F;S/O;S/S
ISLETA;F;S/O;S/S
ISMAEL;M;HEBREO;DIOS ESCUCHA, HIJO DE ABRAHAM Y DE SU ES-CLAVA EGIPCIA HAGAR, EXPULSADO CON SU MADRE POR ABRAHAM Y AHUYENTADOHACIA EL DESIERTO POR PARAN.
ISMENIA;F;GRIEGO;LA QUE SE ESPERA
ISOCRATES;M;GRIEGO;QUE PUEDE TANTO COMO EL OTRO
ISOKE;F;S/O;S/S
ISOLDA;F;GERMANICO;LA QUE GOBIERNA CON HIERRO
ISOLDE;F;S/O;S/S
ISOLINA;F;S/O;"DIMINUTIVO ITALIANO DE ""ISOLDA"""
ISONDU;F;S/O;S/S
ISRAEL;M;HEBREO;EL QUE LUCHA CONTRA EL ANGEL, NOMBRE SEGUNLA EXPLICACION BIBLICA LE FUE DADO A JACOB POR UN SER MISTERIOSO CONEL CUAL HABIA SOSTENIDO UNA LUCHA DURANTE LA NOCHE JUNTO AL YABBOQ
ISRAELA;F;S/O;S/S
ISSA;M;S/O;S/S
ISSAY;M;S/O;S/S
ISTU;M;S/O;S/S
ITA;F;S/O;S/S
ITALO;M;LATINO;EL QUE VINO DE LA TIERRA QUE ESTA ENTREDOS MARES, ANTIGUO REY EPONIMO DE ITALIA, ITALIANO.
ITAMAR;M;HEBREO;EL QUE VIENE DE LAS ISLAS QUE TIENE PALMARES, PRIMER ASCENDIENTE DE LA FAMILIA SACERDOTAL DE SU NOMBRE
ITATI;F;GUARANI;PUEBLO DE LA PCIA. DE CORRIENTES DONDE SELEVANTA SU SANTUARIO EN HONOR DE NTRA.SEÑORA DE ITATI
ITHEL;M;S/O;S/S
ITIEL;M;S/O;S/S
ITISURI;F;S/O;S/S
ITTAMAR;M;S/O;S/S
ITTAY;M;ANTIGUO TESTAMENTO;FILISTEO DE GAT.JEFE DE UNA TROPA DE MERCENARIOS EXTRANJEROS AL SERVICIO DE DAVID
ITZAK;M;S/O;S/S
ITZEL;F;S/O;S/S
ITZIAR;A;S/O;S/S
ITZJAK;M;S/O;S/S
ITZJOK;M;S/O;S/S
IURI;M;S/O;S/S
IUSEFF;M;S/O;S/S
IVALÚ;A;S/O;S/S
IVAN;M;S/O;"FORMA RUSA DE ""JUAN"", EN EL SANTORAL UN SANTO CHECO, SOLITARIO DE PRAGA EN EL SIGLO X"
IVANA;F;S/O;S/S
IVANKA;F;S/O;S/S
IVANNA;F;S/O;S/S
IVAR;M;S/O;S/S
IVES;M;S/O;S/S
IVO;M;S/O;"EL ABOGA POR LOS POBRES, DERIVADO DE ""JUAN"""
IVON;F;S/O;S/S
IVONNE;F;S/O;"VARIANTE GRAFICA DE ""IVOME"" NOMBRE FRANCES FEMENINO DE""IVON"""
IVORY;F;S/O;S/S
IVY;F;S/O;S/S
IWAN;M;S/O;S/S
IXTEBE;M;S/O;S/S
IYE;M;S/O;S/S
IZIAR;A;S/O;S/S
JAASIEL;M;S/O;S/S
JABARI;M;S/O;S/S
JABES;M;S/O;S/S
JABILO;M;S/O;S/S
JABIR;M;S/O;S/S
JACCO;M;S/O;S/S
JACINDA;F;S/O;S/S
JACINTA;F;S/O;S/S
JACINTHE;F;S/O;S/S
JACINTO;M;GRIEGO;S/S
JACK;M;S/O;S/S
JACKIE;A;S/O;S/S
JACKSON;M;S/O;S/S
JACLYN;F;S/O;S/S
JACO;M;S/O;S/S
JACOB;M;HEBREO;EL QUE SUPLANTO AL HERMANO, TALON, CALCAÑARENGAÑAR, ESTA ES LA 2DA.VEZ QUE ME ENGAÑA, UNO DE LOS PATRIARCAS DEL ANTIGUO TESTAMENTO
JACOBA;F;S/O;S/S
JACOBE;M;S/O;S/S
JACOBO;M;RESULTANTE DEL GRIEGO Y DEL HEBREO;"LUEGO ESTENOMBRE SE4 CONVIERTE EN ""SANTIAGO"""
JACQUELINA;F;S/O;S/S
JACQUELINE;F;S/O;"VARIEDAD FRANCESA DE ""JACOBO"""
JACQUES;M;S/O;VARIEDAD FRANCESA DE JACOBO
JACQUI;F;S/O;S/S
JACY;F;S/O;S/S
JADA;A;S/O;S/S
JADE;F;S/O;S/S
JADON;M;S/O;S/S
JADRANKA;F;S/O;S/S
JADWIGE;F;S/O;S/S
JADZIA;F;S/O;S/S
JAEGAR;M;S/O;S/S
JAEL;F;HEBREO;"DEL HEBREO ""JAALAH""CABRA DEL MONTE"
JAEN;A;S/O;S/S
JAFAR;M;S/O;S/S
JAFIT;F;S/O;S/S
JAGGER;M;S/O;S/S
JAGUIT;F;S/O;S/S
JAHAZIEL;M;S/O;S/S
JAI;M;S/O;S/S
JAIA;F;S/O;S/S
JAIM;A;S/O;S/S
JAIME;M;HEBREO;"VARIEDAD DE""JACOBO"""
JAIMIE;F;S/O;S/S
JAINA;F;S/O;S/S
JAINEN;A;S/O;S/S
JAIR;M;S/O;S/S
JAIRO;M;HEBREO;"JEFE JUDIO DE LA SINAGOGA;HABITO EN CAFAR-NAUM.JESUS RESUCITO A SU HIJA, EL QUE FUE ILUMINADO"
JAKE;M;S/O;S/S
JAL;M;S/O;S/S
JALA;F;S/O;S/S
JALED;M;S/O;S/S
JALIL;M;ARABE;AMIGO-USADO POR LOS SIRIOS LIBANESES COMONOMBRE DE PILA
JALILA;F;S/O;S/S
JAMAL;M;S/O;S/S
JAMES;M;S/O;S/S
JAMIE;A;S/O;S/S
JAMILA;F;S/O;S/S
JAMILAH;F;S/O;S/S
JAMIRO;M;S/O;S/S
JAMISON;M;S/O;S/S
JAN;M;S/O;S/S
JANA;F;S/O;S/S
JANAINA;F;S/O;S/S
JANALI;F;S/O;S/S
JANAN;M;S/O;S/S
JANANIA;M;S/O;S/S
JANE;F;S/O;S/S
JANET;F;S/O;S/S
JANICE;F;S/O;S/S
JANINA;F;S/O;S/S
JANINE;F;S/O;S/S
JANIS;F;S/O;S/S
JANNA;F;S/O;S/S
JANNETH;F;S/O;S/S
JANO;M;GRIEGO;EL QUE ES BRILLANTE COMO EL SOL
JANTIPO;M;S/O;S/S
JAQUELINA;F;S/O;"DEL FRANCES ""JAQUELINE"""
JARAH;M;S/O;S/S
JARDENA;F;S/O;S/S
JARED;M;S/O;S/S
JAREK;M;S/O;S/S
JARI;F;S/O;S/S
JARL;M;S/O;S/S
JARNO;M;S/O;S/S
JARON;M;S/O;S/S
JAROSLAV;M;S/O;S/S
JARRETT;M;S/O;S/S
JARVIS;M;S/O;S/S
JASID;M;S/O;S/S
JASMINE;F;S/O;S/S
JASNA;F;S/O;S/S
JASON;M;GRIEGO;EL QUE SANARA-EL DISCIPULO DE SAN PABLO
JASPER;M;S/O;S/S
JASURY;F;S/O;S/S
JAVA;F;S/O;S/S
JAVAN;F;S/O;S/S
JAVIER;M;VASCO;"CASA NUEVA, TAMBIEN SE ENCUENTRA COMO"" XAVIER """
JAVIERA;F;S/O;S/S
JAY;A;S/O;S/S
JAYA;A;S/O;S/S
JAYAG;M;S/O;S/S
JAYDI;F;S/O;S/S
JAYMA;A;S/O;S/S
JAZMIN;F;PERSA;FLOR FRAGANTE
JAZMINE;F;S/O;S/S
JAZZ;F;S/O;S/S
JEAN;M;S/O;S/S
JEAN LUC;M;S/O;S/S
JEANETTE;F;S/O;S/S
JEANNE;F;S/O;S/S
JEANNETTE;F;S/O;S/S
JED;M;S/O;S/S
JEDFRI;F;S/O;S/S
JEDIDIAH;M;S/O;S/S
JEDREK;M;S/O;S/S
JEDVA;F;S/O;S/S
JEFFERSON;M;S/O;S/S
JEFFREY;M;S/O;S/S
JEHIEL;M;S/O;S/S
JELANI;M;S/O;S/S
JELENA;F;S/O;S/S
JEMIMA;F;S/O;S/S
JENA;F;S/O;S/S
JENARA;F;S/O;S/S
JENARO;M;LATINO;S/S
JENAY;F;S/O;S/S
JENDAYI;F;S/O;S/S
JENIFER;F;S/O;S/S
JENNA;F;S/O;S/S
JENNIFER;F;S/O;S/S
JENNY;F;S/O;S/S
JENSINE;F;S/O;S/S
JEREMIAH;M;S/O;S/S
JEREMIAS;M;HEBREO;PROFETA, ELEVACION DEL SEÑOR
JEREMY;M;S/O;S/S
JERI;F;S/O;S/S
JERIAH;M;S/O;S/S
JEROLIN;M;S/O;S/S
JEROME;M;S/O;S/S
JERONIMO;M;GRIEGO;EL DEL NOMBRE SAGRADO, DOCTOR MAXIMO DE LAIGLESIA
JERRY;M;S/O;S/S
JERUSALEN;F;HEBREO;LUGAR-VISION DE PAZ
JERUSHA;F;S/O;S/S
JERZY;A;S/O;S/S
JESICA;F;ESLAVO;HIJA DE JESSA, EL MAS ANTIGUO DIOS DE LAMITOLOGIA ESLAVA
JESS;A;S/O;S/S
JESSAMINE;F;S/O;S/S
JESSE;A;S/O;S/S
JESSICA;F;S/O;S/S
JESSIE;F;S/O;S/S
JESUANA;F;S/O;S/S
JESUMINA;F;S/O;S/S
JESUS;M;HEBREO;NOMBRE PROPIO MUY COMUN ENTRE LOS ISRAELI-TAS, EL SALVADOR.
JETHRO;M;S/O;S/S
JEUEL;M;HEBREO;S/S
JEWELL;F;S/O;S/S
JEZABEL;F;S/O;S/S
JEZEBEL;F;S/O;S/S
JHONAS;M;S/O;S/S
JIBRIL;M;S/O;S/S
JILL;F;S/O;S/S
JILLIAN;F;S/O;S/S
JIM;M;S/O;S/S
JIMENA;F;ANTIGUO ESPAÑOL;"FORMA DE ""SIMEON"" EN ANTIGUO ES-PAÑOL"
JIMMY;M;S/O;S/S
JIMOH;M;S/O;S/S
JIN;F;S/O;S/S
JINSOK;M;S/O;S/S
JINX;F;S/O;S/S
JIRA;F;S/O;S/S
JIVIN;M;S/O;S/S
JOAD;M;HEBREO;EL SEÑOR ES TODOPODEROSO
JOAKIM;M;S/O;S/S
JOAN;M;S/O;S/S
JOANA;F;S/O;S/S
JOANICIO;M;S/O;S/S
JOANN;F;S/O;S/S
JOANNA;F;S/O;S/S
JOANNE;F;S/O;S/S
JOAO;M;S/O;S/S
JOAQUIM;M;S/O;S/S
JOAQUIN;M;HEBREO;AL QUE DIOS LE DA FIRMEZA EN SU VIDA, LABIBLIA NOS HABLA DEL HIJO DE JOSEIAS ELIAKIM, A QUIEN EL FARAON NECAOPUSO EN EL TRONO DE JUDA
JOAQUINA;F;S/O;S/S
JOAV;M;S/O;S/S
JOB;M;HEBREO;S/S
JOBEY;M;S/O;S/S
JOBINA;F;S/O;S/S
JOCASTA;F;S/O;S/S
JOCELYN;A;S/O;S/S
JOCHEN;M;S/O;S/S
JODI;F;S/O;S/S
JODY;A;S/O;S/S
JOE;M;S/O;S/S
JOEL;M;HEBREO;PROFETA, HIJO DE PATUEL, CON CUYO NOMBRE, SECONOCE EL PEQUEÑO ESCRITO PROFETICO, DIOS ES SU SEÑOR, YAHVEH ES DIOS
JOELA;F;S/O;S/S
JOELLE;F;S/O;S/S
JOELLIANE;F;S/O;S/S
JOEY;M;S/O;S/S
JOHANA;F;S/O;S/S
JOHANN;M;S/O;S/S
JOHANNA;F;S/O;S/S
JOHN;M;S/O;S/S
JOHNNY;M;S/O;S/S
JOIA;F;S/O;S/S
JOKIN;M;S/O;S/S
JOLAN;F;S/O;S/S
JOLANTA;F;S/O;S/S
JOLENE;F;S/O;S/S
JOLIE;F;S/O;S/S
JOLINE;F;S/O;S/S
JON;M;S/O;S/S
JONAH;M;S/O;S/S
JONAS;M;HEBREO;UNO DE LOS LLAMADOS PROFETAS MENORES, ELQUE ES SENCILLO COMO UNA PALOMA
JONATAN;M;HEBREO;DON Y GRACIA DE DIOS
JONATHAN;M;HEBREO;YAHVEH HA DADO, DON DE YAHVEH, HIJO DE SAULY AMIGO DE DAVID
JONINA;F;S/O;S/S
JORA;F;S/O;S/S
JORDAN;M;S/O;S/S
JORDANA;F;HEBREO;QUE DESCIENDE, VARIEDAD DE JORDANO
JORDANE;F;S/O;S/S
JORDI;M;S/O;S/S
JORELL;M;S/O;S/S
JORGE;M;GRIEGO;RELATIVO A LA TIERRA, CAMPESINO, EN EL SANTORALEL PRINCIPE DE CAPADOCIA FAMOSO POR SU LEGENDARIO COMBATE CONTRAEL DRAGON
JORGELINA;F;S/O;S/S
JORGEN;M;S/O;S/S
JOSAFAT;M;GRIEGO;YAHVEH ES JUEZ, JUICIO DE YAHVEH
JOSCIO;M;S/O;S/S
JOSE;M;HEBREO;S/S
JOSEF;M;S/O;S/S
JOSEFA;F;S/O;S/S
JOSEFINA;F;S/O;S/S
JOSELIN;F;S/O;S/S
JOSELINA;F;S/O;S/S
JOSEMARIA;M;S/O;S/S
JOSEPH;M;S/O;S/S
JOSEPHINA;F;S/O;S/S
JOSEPHINE;F;S/O;S/S
JOSETTE;F;S/O;S/S
JOSH;M;S/O;S/S
JOSHUA;M;S/O;S/S
JOSIAH;M;S/O;S/S
JOSIAS;M;S/O;S/S
JOSUA;M;S/O;S/S
JOSUE;M;HEBREO;YAHVEH SALVA, HIJO DE NUN, DE LA TRIBU DEEFRAIM
JOTHAM;M;S/O;S/S
JOURNEY;F;S/O;S/S
JOVA;F;LATINO;"TAL VEZ RELACIONADO CON ""IOVIS"", RELATIVOA JUPITER"
JOVINIANO;M;S/O;S/S
JOVINO;M;LATINO;"DEL LATIN ""IOVIS"" , RELATIVO A JUPITER"
JOVITA;F;LATINO;"TAL VEZ RELACIONADO CON ""IOVIS"", RELATIVOA JUPITER"
JOY;F;S/O;S/S
JOYCE;F;S/O;S/S
JOYCE;F;S/O;S/S
JOZEPH;M;S/O;S/S
JRISTOS;M;S/O;S/S
JUAN;M;HEBREO;YAHVEH SE HA COMPADECIDO, LLENO DE LA GRACIADE DIOS, JUAN EL APOSTOL, JUAN BAUTISTA, JUAN HIRCANO, JUAN MARCOS.OTROSORIGENESNUEVO TESTAMENTO
JUAN DE DIOS;M;S/O;S/S
JUANA;F;S/O;S/S
JUANA DEL PILAR;F;S/O;S/S
JUANITA;F;S/O;S/S
JUANO;M;S/O;S/S
JUANSE;M;S/O;S/S
JUCUNDA;F;S/O;S/S
JUCUNDO;M;S/O;S/S
JUDAS;M;HEBREO;EL QUE ALABA A DIOS
JUDD;M;S/O;S/S
JUDE;M;S/O;S/S
JUDIT;F;HEBREO;S/S
JUDITH;F;HEBREO;S/S
JUDY;F;S/O;S/S
JUJI;F;S/O;S/S
JULEN;M;S/O;S/S
JULES;M;S/O;S/S
JULIA;F;S/O;S/S
JULIAN;M;LATINO;"DEL LATIN ""IULIANUS"", PATRONIMICO DE""IULIUS""VARIEDAD DE JULIO."
JULIANA;F;S/O;S/S
JULIANNA;F;S/O;S/S
JULIANNE;F;S/O;S/S
JULIANO;M;S/O;S/S
JULIE;F;S/O;S/S
JULIETA;F;LATINO;"DIMINUTIVO DE ""JULIA"""
JULIETTE;F;S/O;S/S
JULINKA;F;S/O;S/S
JULIO;M;LATINO;OSCURO-EL QUE TIENE EL CABELLO CRESPO
JULISA;F;S/O;S/S
JULISSA;F;S/O;S/S
JULY;A;S/O;S/S
JUMA;M;S/O;S/S
JUMAI;F;S/O;S/S
JUN;A;S/O;S/S
JUNE;F;S/O;S/S
JUNIOR;M;S/O;S/S
JUNO;F;LATINO;DIOSA ROMANA, ESPOSA DE JUPITER, MADRE DEMARTE
JURI;M;S/O;S/S
JURRIEN;M;S/O;S/S
JUSTA;F;S/O;S/S
JUSTIN;M;S/O;S/S
JUSTINA;F;S/O;S/S
JUSTINE;F;S/O;S/S
JUSTINIANO;M;LATINO;S/S
JUSTINO;M;LATINO;"DEL LATIN ""IUSTINUS"", PATRONIMICO DE JUSTOSAN JUSTINO, APODADO EL MARTIR O EL FILOSOFO PRIMER PADRE DE LA IGLESIALATINA"
JUSTISE;F;S/O;S/S
JUSTO;M;LATINO;"DEL LATIN ""IUSTUS"" EL QUE SE APEGA ESTRE-CHAMENTE AL DERECHO ""IUS"", ES DECIR, JUSTO, HONRADO, INTEGRO, PROBO.NOMBRE;COMUN"
JUVENAL;M;LATINO;"DEL LATIN ""IUVENALIS"", JUVENIL, APTO PARAJOVENES"
JUVENCIO;M;LATINO;JUVENTUD
JUVENEO;M;S/O;S/S
JUVENTINO;M;S/O;S/S
JUYOUNG;M;S/O;S/S
JÜRE;M;S/O;S/S
JÜRGEN;M;S/O;S/S
KAATJE;F;S/O;S/S
KACEY;F;S/O;S/S
KACHINA;F;S/O;S/S
KACHINE;F;S/O;S/S
KACY;F;S/O;S/S
KADAR;M;S/O;S/S
KADEEM;M;S/O;S/S
KADIN;M;S/O;S/S
KADIR;M;S/O;S/S
KADO;M;S/O;S/S
KAEDE;A;S/O;S/S
KAELA;F;S/O;S/S
KAETHE;F;S/O;S/S
KAI;M;S/O;S/S
KAIA;F;S/O;S/S
KAIANE;F;S/O;S/S
KAIKARA;M;S/O;S/S
KAIKI;M;S/O;S/S
KAILA;F;S/O;S/S
KAILASH;M;S/O;S/S
KAILI;M;S/O;S/S
KAIRA;F;S/O;S/S
KAIROS;F;S/O;S/S
KAISER;M;S/O;S/S
KALA;F;S/O;S/S
KALAMA;F;S/O;S/S
KALANI;M;S/O;S/S
KALANIT;F;S/O;S/S
KALARE;F;S/O;S/S
KALB;M;S/O;S/S
KALE;M;S/O;S/S
KALEA;F;S/O;S/S
KALED;M;S/O;S/S
KALEI;F;S/O;S/S
KALEN;A;S/O;S/S
KALENA;F;S/O;S/S
KALEY;F;S/O;S/S
KALI;F;S/O;S/S
KALIKA;F;S/O;S/S
KALIL;M;S/O;S/S
KALILA;F;S/O;S/S
KALINDA;F;S/O;S/S
KALISKA;F;S/O;S/S
KALKIN;M;S/O;S/S
KALLI;F;S/O;S/S
KALMAN;M;S/O;S/S
KALONICE;F;S/O;S/S
KALYA;F;S/O;S/S
KALYCA;F;S/O;S/S
KAMA;F;S/O;S/S
KAMAL;M;S/O;S/S
KAMALA;F;S/O;S/S
KAMEKO;F;S/O;S/S
KAMENA;F;S/O;S/S
KAMIL;M;S/O;S/S
KAMILA;F;S/O;S/S
KAMILAH;F;S/O;S/S
KAMILIA;F;S/O;S/S
KANDACE;F;S/O;S/S
